,administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,month,operating_systems,browser,region,traffic_type,visitor_type,weekend,revenue
6030,13.0,115.7133333,2,49.0,81.0,7569.0,0.0083,0.01,12.9,May,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
6031,2.0,298.4,0,0.0,9.0,1497.0,0.0,0.008,0.0,Sep,MACOS,Samsung Internet,Eastern Europe,Google search,New_Visitor,True,False
6032,0.0,0.0,0,0.0,15.0,282.0,0.0241,0.056,0.0,Mar,MACOS,Safari,Eastern Europe,Instagram ads,Returning_Visitor,False,False
6033,2.0,24.86666667,0,0.0,2.0,57.0,0.0,0.05,0.0,Mar,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
6034,3.0,31.92114286,5,61.4,45.0,860.0,0.0048,0.037,6.9,Sep,Android,Google Chrome,Oceania,Direct Traffic,Returning_Visitor,False,False
6035,0.0,0.0,0,0.0,6.0,86.0,0.0,0.05,0.0,Jul,MACOS,Safari,Southern Africa,Bing search,Returning_Visitor,True,False
6036,4.0,126.75,0,0.0,10.0,221.0,0.0,0.015,0.0,Dec,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
6037,2.0,0.0,0,0.0,5.0,159.0,0.04,0.08,0.0,Aug,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
6038,0.0,0.0,2,54.0,5.0,17.0,0.0,0.06,0.0,May,Windows,Google Chrome,Asia,Youtube ads,Returning_Visitor,False,False
6039,0.0,0.0,0,0.0,2.0,0.0,0.2,0.2,0.0,Dec,ChromeOS,Sogou Explorer,Northern Africa,Tik Tok ads,Returning_Visitor,False,False
6040,0.0,0.0,0,0.0,12.0,,0.02,0.043,0.0,Dec,MACOS,Safari,Asia,Google search,New_Visitor,False,False
6041,,0.0,0,0.0,3.0,28.0,0.0,0.05,0.0,Mar,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
6042,0.0,0.0,0,0.0,20.0,374.0,0.0335,0.041,0.0,May,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
6043,0.0,0.0,0,0.0,12.0,197.0,0.0,0.017,0.0,May,Windows,Internet Explorer,North America,Bing search,Returning_Visitor,False,False
6044,0.0,0.0,0,0.0,17.0,110.0,0.0,0.02,0.0,May,Windows,Opera,Africa,Bing search,Returning_Visitor,True,False
6045,0.0,0.0,0,0.0,1.0,14.0,0.0,0.05,0.0,Mar,MACOS,Safari,Asia,Google search,New_Visitor,False,False
6046,5.0,610.122,1,816.0,,11546.0,0.0012,0.012,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
6047,0.0,0.0,0,0.0,10.0,190.0,0.05,0.1,0.0,May,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
6048,3.0,159.0,2,9.2,19.0,824.0,0.0,0.002,30.9,Aug,MACOS,Safari,Oceania,Bing search,Returning_Visitor,False,True
6049,3.0,37.2,0,0.0,34.0,1219.0,0.019,0.049,0.0,Jul,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
6050,0.0,0.0,0,0.0,15.0,228.0,0.0182,0.034,0.0,May,Windows,Google Chrome,North America,Yandex search,Returning_Visitor,False,False
6051,0.0,0.0,1,0.0,1.0,0.0,0.2,0.2,0.0,May,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
6052,0.0,0.0,0,0.0,2.0,0.0,0.2,0.2,0.0,Dec,Android,Android,Asia,Facebook ads,Other,True,False
6053,,122.1166667,3,133.0,14.0,314.0,0.0,0.013,0.0,Dec,MACOS,Safari,North America,Google search,Returning_Visitor,False,False
6054,,0.0,0,0.0,6.0,391.0,0.0333,0.067,0.0,June,MACOS,Safari,North America,Instagram ads,Returning_Visitor,True,False
6055,0.0,0.0,1,5.0,6.0,261.0,0.0333,0.033,44.8,May,Android,Google Chrome,Asia,Google search,Returning_Visitor,False,True
6056,6.0,116.0,2,349.0,15.0,280.0,0.0154,0.032,0.0,May,Windows,Mozilla Firefox,Asia,Instagram ads,Returning_Visitor,False,False
6057,9.0,156.74,0,0.0,232.0,2003.0,0.0015,0.01,1.7,Aug,iOS,Safari,North America,Bing search,Returning_Visitor,True,False
6058,3.0,32.2,0,,15.0,291.0,0.0,0.008,0.0,Sep,Windows,Google Chrome,Western Europe,Bing search,New_Visitor,False,False
6059,0.0,0.0,0,0.0,4.0,354.0,0.0,0.05,0.0,Mar,MACOS,Safari,Asia,Youtube channel,New_Visitor,False,False
6060,2.0,14.05,0,0.0,48.0,706.0,0.0063,0.03,7.2,Feb,Windows,Google Chrome,South America,Bing search,Returning_Visitor,False,False
6061,5.0,74.7,0,0.0,82.0,1899.0,0.0043,0.006,0.0,June,Windows,Microsoft Edge,Northern Africa,Bing search,Returning_Visitor,True,False
6062,0.0,0.0,0,0.0,12.0,217.0,0.0,0.025,0.0,Mar,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
6063,3.0,52.2,0,0.0,2.0,42.0,0.0,0.017,0.0,Aug,MACOS,Safari,North America,Instagram ads,Returning_Visitor,True,False
6064,0.0,0.0,0,0.0,17.0,386.0,0.0,0.006,0.0,Aug,Windows,Google Chrome,Western Europe,Bing search,Returning_Visitor,False,False
6065,2.0,49.5,0,0.0,43.0,1206.0,0.0164,0.02,5.3,May,Windows,Google Chrome,North America,Bing search,Returning_Visitor,False,False
6066,0.0,0.0,0,0.0,107.0,1041.0,0.0077,0.021,0.0,May,Windows,Google Chrome,South America,Twitter,Returning_Visitor,False,False
6067,0.0,0.0,0,0.0,2.0,0.0,0.2,0.2,0.0,Feb,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
6068,0.0,0.0,3,490.5,7.0,78.0,0.0,0.013,0.0,Nov,MACOS,Safari,North America,Google search,Returning_Visitor,False,False
6069,1.0,36.0,0,0.0,212.0,9860.0,0.0028,0.011,6.8,Nov,MACOS,Safari,Eastern Europe,Youtube channel,Returning_Visitor,False,False
6070,1.0,0.0,0,0.0,10.0,377.0,0.0214,0.07,0.0,Nov,MACOS,Safari,Southern Africa,Google search,Returning_Visitor,True,False
6071,1.0,3.0,0,0.0,2.0,46.0,0.0,0.05,0.0,Mar,MACOS,Safari,North America,Google search,Returning_Visitor,False,False
6072,7.0,102.6,0,0.0,25.0,454.0,0.0118,0.068,0.0,June,Windows,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,True,False
6073,10.0,,3,879.3666667,231.0,2452.0,0.0071,0.013,8.5,June,Android,Google Chrome,Africa,Google search,Returning_Visitor,True,False
6074,0.0,0.0,0,0.0,31.0,1039.0,0.0,0.01,0.0,May,iOS,Safari,South America,Bing search,Returning_Visitor,False,False
6075,1.0,24.0,0,0.0,38.0,2034.0,0.0048,0.014,21.3,May,Windows,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,False,True
6076,0.0,0.0,0,0.0,54.0,2285.0,0.016,0.022,0.0,May,Windows,Google Chrome,Asia,Instagram ads,Returning_Visitor,False,False
6077,0.0,0.0,0,0.0,11.0,255.0,0.02,0.046,10.3,Oct,Windows,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,False,True
6078,3.0,420.0,0,0.0,58.0,1924.0,0.0031,0.015,16.6,Sep,Android,Google Chrome,North America,Youtube channel,Returning_Visitor,True,True
6079,2.0,52.7,2,14.0,28.0,1168.0,0.0119,0.018,0.0,Nov,Android,Google Chrome,Africa,Instagram ads,Returning_Visitor,True,False
6080,,0.0,0,0.0,64.0,1952.0,0.0192,0.048,0.0,Nov,Windows,Google Chrome,Africa,Youtube ads,Returning_Visitor,False,False
6081,0.0,0.0,0,0.0,2.0,253.0,0.0,0.067,0.0,Feb,Windows,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,False,False
6082,0.0,0.0,0,0.0,12.0,516.0,0.0,0.011,0.0,Dec,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
6083,1.0,10.0,0,0.0,39.0,1273.0,0.0025,0.01,0.0,May,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
6084,0.0,0.0,0,0.0,9.0,199.0,0.0286,0.045,0.0,Nov,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
6085,0.0,0.0,0,0.0,40.0,1189.0,0.0,0.004,0.0,Nov,Windows,Google Chrome,Oceania,Facebook ads,Returning_Visitor,True,True
6086,3.0,78.5,0,0.0,5.0,58.0,0.0561,0.04,0.0,Nov,Windows,Google Chrome,Northern Africa,Affiliate marketing,Returning_Visitor,False,False
6087,0.0,0.0,0,0.0,16.0,527.0,0.0,0.013,0.0,Sep,Android,Google Chrome,Northern Africa,Google search,Returning_Visitor,True,False
6088,0.0,0.0,0,0.0,,288.0,0.0,0.01,0.0,May,Windows,Safari,North America,Instagram ads,Returning_Visitor,False,False
6089,6.0,95.125,2,24.0,33.0,2395.0,0.0,0.004,45.7,May,Windows,Google Chrome,Southern Africa,Google search,Returning_Visitor,False,True
6090,0.0,0.0,0,0.0,10.0,248.0,0.0,0.052,0.0,May,Windows,Microsoft Edge,Western Europe,Instagram ads,Returning_Visitor,False,False
6091,,338.0,0,0.0,35.0,420.0,0.0,0.006,0.0,Dec,Windows,Google Chrome,Africa,Google search,New_Visitor,False,False
6092,0.0,,0,0.0,28.0,778.0,0.0215,0.036,0.0,Nov,MACOS,Safari,Eastern Europe,Google search,Returning_Visitor,False,True
6093,2.0,32.5,0,0.0,9.0,399.0,0.0,0.017,0.0,Mar,Windows,Google Chrome,North America,Google search,New_Visitor,False,False
6094,9.0,211.0666667,0,0.0,63.0,1289.0,0.0077,0.015,7.0,Nov,Android,Google Chrome,Asia,Google search,Returning_Visitor,False,True
6095,1.0,33.1,0,0.0,7.0,116.0,0.0186,0.053,0.0,Jul,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
6096,4.0,198.6666667,0,0.0,25.0,843.0,0.0171,0.036,0.0,Oct,MACOS,Safari,Western Europe,Google search,Returning_Visitor,True,False
6097,18.0,269.2515455,1,27.6,33.0,354.0,0.0053,0.026,8.6,Jul,Windows,Google Chrome,Africa,Google search,Returning_Visitor,True,False
6098,0.0,0.0,0,0.0,4.0,154.0,0.0,0.071,0.0,Mar,Windows,Mozilla Firefox,North America,Facebook ads,Returning_Visitor,False,False
6099,0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
6100,8.0,144.8666667,2,128.1,207.0,6724.0,0.0035,0.012,2.7,Aug,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
6101,0.0,0.0,0,0.0,2.0,0.0,0.2,0.2,0.0,May,Android,Android,Eastern Europe,Facebook ads,Returning_Visitor,False,False
6102,13.0,276.6666667,1,,46.0,1045.0,0.0,0.013,3.2,Aug,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,False
6103,0.0,0.0,0,0.0,27.0,208.0,0.011,0.027,0.0,Nov,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,True,False
6104,0.0,0.0,0,0.0,6.0,82.0,0.1667,0.167,0.0,May,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
6105,1.0,80.0,0,0.0,16.0,165.0,0.0,0.013,0.0,Nov,iOS,Google Chrome,South America,Google search,Returning_Visitor,True,False
6106,0.0,0.0,0,0.0,,293.0,0.0,0.044,0.0,Nov,Windows,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,False,False
6107,3.0,258.7521229,2,52.5,57.0,1407.0,0.0044,0.01,14.7,May,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,True
6108,0.0,0.0,0,0.0,12.0,155.0,0.0,0.01,32.7,Dec,Windows,Google Chrome,North America,Google search,New_Visitor,False,True
6109,0.0,0.0,0,0.0,2.0,19.0,0.15,0.15,0.0,Nov,Android,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,False,False
6110,1.0,51.0,2,79.0,10.0,314.0,0.05,0.018,0.0,Nov,MACOS,Safari,Western Europe,Google search,New_Visitor,True,False
6111,5.0,82.4,0,0.0,,2380.0,0.0,0.001,4.3,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,True
6112,0.0,0.0,0,0.0,1.0,19.0,0.0,0.05,0.0,May,iOS,Google Chrome,North America,Instagram Page,Returning_Visitor,True,False
6113,,0.0,0,0.0,,519.0,0.05,0.083,0.0,Nov,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
6114,,74.5,0,0.0,12.0,417.0,0.0,0.0,0.0,Mar,Windows,Google Chrome,Northern Africa,Affiliate marketing,New_Visitor,False,False
6115,2.0,18.8,2,,46.0,2125.0,0.0275,0.036,0.0,Jul,Windows,Microsoft Edge,Southern Africa,Facebook ads,Returning_Visitor,False,False
6116,6.0,,4,1258.0,104.0,3199.0,0.0097,0.019,18.5,Nov,Android,Google Chrome,Eastern Europe,Google search,Returning_Visitor,False,True
6117,5.0,149.0,0,0.0,12.0,435.0,0.05,0.033,0.0,Mar,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
6118,0.0,0.0,1,27.5,26.0,575.0,0.0336,0.061,0.0,Nov,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
6119,4.0,,0,0.0,69.0,1459.0,0.0,0.018,0.0,Dec,Windows,Google Chrome,Oceania,Google search,Returning_Visitor,False,False
6120,1.0,48.3,0,0.0,6.0,177.0,0.0,0.05,0.0,Nov,MACOS,Safari,Southern Africa,Google search,New_Visitor,True,False
6121,0.0,0.0,1,23.0,36.0,1634.0,0.0191,0.039,21.9,Oct,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,True,False
6122,2.0,14.0,0,0.0,12.0,742.0,0.0154,0.035,5.3,May,Android,Google Chrome,South America,Google search,Returning_Visitor,False,True
6123,0.0,0.0,2,103.0,14.0,832.0,0.0,0.011,0.0,Mar,Windows,Google Chrome,Eastern Europe,Google search,Returning_Visitor,False,False
6124,0.0,0.0,0,0.0,3.0,154.0,0.07,0.1,0.0,Mar,MACOS,Safari,Western Europe,Affiliate marketing,Returning_Visitor,False,False
6125,0.0,0.0,12,0.0,1.0,0.0,0.2,0.2,0.0,Dec,MACOS,Safari,Africa,Instagram ads,New_Visitor,False,False
6126,3.0,52.66666667,0,0.0,19.0,926.0,0.0,0.005,22.9,May,Windows,Mozilla Firefox,Northern Africa,Google search,New_Visitor,False,True
6127,2.0,67.0,0,0.0,19.0,608.0,0.0,0.024,0.0,May,Windows,Microsoft Edge,North America,Google search,Returning_Visitor,True,False
6128,3.0,66.5,0,0.0,60.0,1891.0,0.003,0.003,0.0,Dec,Windows,Mozilla Firefox,Eastern Europe,Facebook ads,New_Visitor,True,False
6129,0.0,0.0,0,0.0,7.0,277.0,0.1,0.12,0.0,May,Android,Google Chrome,South America,Youtube ads,Returning_Visitor,False,False
6130,3.0,134.8333333,2,33.4,9.0,138.0,0.0153,0.067,0.0,Oct,MACOS,Safari,Eastern Europe,Instagram ads,Returning_Visitor,True,False
6131,0.0,0.0,0,0.0,9.0,540.0,0.0087,0.027,53.1,May,Windows,Mozilla Firefox,Western Europe,Instagram ads,Returning_Visitor,False,True
6132,0.0,0.0,0,0.0,4.0,110.0,0.0,0.12,0.0,Sep,MACOS,Safari,Asia,Google search,Returning_Visitor,False,False
6133,0.0,0.0,0,0.0,20.0,372.0,0.0,0.015,0.0,Dec,MACOS,Safari,North America,Google search,Returning_Visitor,False,False
6134,2.0,67.0,0,0.0,36.0,710.0,0.0,0.009,0.0,May,Windows,Google Chrome,Asia,Google search,Returning_Visitor,False,False
6135,2.0,419.8636667,3,99.0,42.0,1210.0,0.0188,0.041,1.4,May,Windows,Google Chrome,Western Europe,Bing search,Returning_Visitor,False,False
6136,9.0,341.5713286,0,0.0,6.0,738.0,0.0,0.013,0.0,Mar,Android,Google Chrome,Asia,Google search,New_Visitor,True,False
6137,0.0,0.0,0,0.0,2.0,0.0,0.2,0.2,0.0,Mar,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
6138,0.0,0.0,0,0.0,3.0,40.0,0.0,0.05,0.0,Sep,Android,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,False
6139,3.0,22.0,0,0.0,19.0,368.0,0.0105,0.028,0.0,Mar,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
6140,1.0,7.0,0,0.0,17.0,2402.0,0.0,0.007,0.0,Nov,Android,Google Chrome,North America,Direct Traffic,Returning_Visitor,False,False
6141,1.0,38.0,0,0.0,3.0,80.0,0.0,0.033,0.0,Mar,Android,Google Chrome,North America,Google search,Returning_Visitor,False,False
6142,0.0,0.0,0,0.0,16.0,290.0,0.0167,0.06,0.0,Dec,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
6143,0.0,0.0,0,0.0,25.0,435.0,0.0147,0.041,0.0,Nov,MACOS,Safari,North America,Google search,New_Visitor,False,False
6144,0.0,0.0,0,0.0,25.0,2334.0,0.0,0.032,0.0,Mar,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
6145,0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,May,Windows,Google Chrome,Asia,Youtube ads,Returning_Visitor,False,False
6146,1.0,13.0,0,0.0,15.0,123.0,0.0125,0.031,0.0,Dec,Android,Google Chrome,Africa,Google search,Returning_Visitor,False,False
6147,1.0,65.33333333,3,,25.0,675.0,0.0,0.004,0.0,Aug,Windows,Google Chrome,Africa,Bing search,New_Visitor,False,False
6148,3.0,49.2,0,0.0,25.0,829.0,0.0354,0.049,0.0,Jul,MACOS,Safari,North America,Instagram ads,Returning_Visitor,True,False
6149,0.0,0.0,0,0.0,7.0,252.0,0.0,0.038,0.0,Dec,MACOS,Safari,South America,Google search,Returning_Visitor,False,False
6150,3.0,55.5,1,5.0,16.0,295.0,0.0103,0.046,0.0,Nov,MACOS,Safari,Eastern Europe,Instagram ads,Returning_Visitor,False,False
6151,1.0,,0,0.0,,33.0,0.0,0.04,0.0,Dec,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
6152,,0.0,0,0.0,5.0,18.0,0.1,0.154,0.0,Nov,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
6153,4.0,76.53333333,0,0.0,11.0,74.0,0.0,0.008,0.0,Oct,iOS,Safari,Asia,Twitter,New_Visitor,False,False
6154,,0.0,0,0.0,,0.0,0.2,0.2,0.0,Mar,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
6155,0.0,0.0,0,0.0,52.0,2050.0,0.0,0.01,0.0,Jul,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
6156,0.0,0.0,0,0.0,15.0,417.0,0.0125,0.03,0.0,Nov,MACOS,Safari,Western Europe,Youtube channel,New_Visitor,False,False
6157,1.0,25.0,0,0.0,10.0,826.0,0.0,0.017,0.0,Mar,Windows,Google Chrome,North America,Facebook ads,New_Visitor,False,False
6158,0.0,0.0,0,0.0,11.0,392.0,0.0165,0.043,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
6159,0.0,0.0,0,0.0,3.0,196.0,0.0667,0.1,0.0,May,Windows,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,False,False
6160,2.0,251.5,0,0.0,24.0,1684.0,0.0095,0.035,0.0,May,Android,Google Chrome,North America,Bing search,Returning_Visitor,True,False
6161,4.0,111.5,1,168.0,25.0,2707.0,0.0,0.015,23.9,Nov,Windows,Google Chrome,Asia,Google search,Returning_Visitor,False,True
6162,5.0,308.65,0,0.0,35.0,2284.0,0.0108,0.045,29.5,Oct,MACOS,Safari,Western Europe,Instagram ads,Returning_Visitor,False,True
6163,12.0,138.8166667,3,112.65,90.0,4239.0,0.0059,0.018,4.2,Mar,Android,Google Chrome,Western Europe,Affiliate marketing,Returning_Visitor,True,False
6164,7.0,383.2,0,0.0,7.0,360.0,0.0,0.031,0.0,Nov,Windows,Mozilla Firefox,South America,Instagram ads,Returning_Visitor,True,False
6165,0.0,0.0,0,0.0,21.0,1820.0,0.0,0.025,0.0,Sep,Windows,Mozilla Firefox,Asia,Bing search,Returning_Visitor,False,False
6166,0.0,,0,0.0,64.0,2181.0,0.0448,0.069,0.0,Nov,MACOS,Safari,Africa,Instagram ads,Returning_Visitor,False,False
6167,7.0,69.0,1,45.0,23.0,545.0,0.0121,0.034,9.2,May,Android,Google Chrome,Southern Africa,Instagram ads,Returning_Visitor,False,True
6168,0.0,0.0,0,0.0,2.0,13.0,0.0,0.1,0.0,Mar,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
6169,0.0,0.0,0,0.0,40.0,2284.0,0.0059,0.026,0.0,Nov,Windows,Google Chrome,Asia,Google search,New_Visitor,False,False
6170,0.0,0.0,0,0.0,63.0,984.0,0.0,0.008,2.5,Nov,Android,Google Chrome,Southern Africa,Instagram ads,New_Visitor,True,True
6171,0.0,0.0,0,0.0,5.0,79.0,0.1,0.133,0.0,Feb,Windows,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,False,False
6172,0.0,0.0,0,0.0,1.0,3.0,0.0,0.1,0.0,Dec,MACOS,Safari,Eastern Europe,Facebook ads,Returning_Visitor,False,False
6173,10.0,210.9333333,2,277.65,223.0,9472.0,0.0,0.014,1.9,June,Windows,Google Chrome,Asia,Direct Traffic,Returning_Visitor,False,False
6174,4.0,240.2,3,421.7,38.0,1163.0,0.0128,0.013,14.2,Oct,Windows,Google Chrome,North America,Bing search,Returning_Visitor,True,True
6175,4.0,97.7,0,0.0,3.0,205.0,0.0467,0.086,0.0,Oct,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
6176,0.0,0.0,0,0.0,6.0,189.0,0.0077,0.082,106.2,Nov,Windows,Google Chrome,South America,Affiliate marketing,Returning_Visitor,False,True
6177,3.0,172.0,0,0.0,35.0,566.0,0.0,0.007,0.0,Mar,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
6178,0.0,0.0,0,0.0,14.0,106.0,0.025,0.03,0.0,Dec,Windows,Internet Explorer,Asia,Google search,Returning_Visitor,False,False
6179,4.0,171.225,1,53.5,25.0,487.0,0.0,0.013,0.0,Nov,Android,Google Chrome,Asia,Youtube channel,New_Visitor,False,False
6180,2.0,20.5,0,0.0,32.0,1688.0,0.0057,0.014,0.0,June,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
6181,4.0,83.91666667,0,0.0,89.0,2196.0,0.0128,0.042,0.0,May,Windows,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,False,False
6182,0.0,0.0,0,0.0,3.0,102.0,0.0,0.05,0.0,May,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
6183,0.0,,0,0.0,1.0,0.0,0.2,0.2,0.0,Dec,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,True,False
6184,3.0,,3,91.9,23.0,1089.0,0.037,0.053,0.0,Oct,Windows,Google Chrome,Northern Africa,Facebook ads,Returning_Visitor,False,False
6185,2.0,143.0,0,0.0,28.0,1241.0,0.0044,0.011,0.0,Mar,Windows,Google Chrome,Eastern Europe,Affiliate marketing,Returning_Visitor,False,False
6186,,12.5,1,91.0,16.0,360.0,0.0,0.001,0.0,Mar,Android,Google Chrome,South America,Twitter,New_Visitor,True,False
6187,6.0,93.4,1,24.4,67.0,2375.0,0.0059,0.003,4.5,Aug,Windows,Mozilla Firefox,South America,Facebook ads,Returning_Visitor,False,False
6188,0.0,,0,0.0,11.0,1507.0,0.0182,0.038,0.0,Dec,Android,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
6189,5.0,142.475,0,0.0,35.0,1966.0,0.0189,0.017,20.7,Nov,MACOS,Safari,Eastern Europe,Instagram ads,Returning_Visitor,True,True
6190,,0.0,0,0.0,14.0,322.0,0.0,0.014,0.0,Nov,Android,Google Chrome,North America,Google search,New_Visitor,False,False
6191,2.0,62.5,0,0.0,23.0,400.0,0.0,0.013,0.0,Mar,MACOS,Safari,North America,Youtube channel,Returning_Visitor,False,False
6192,6.0,263.5,0,0.0,15.0,1147.0,0.0,0.014,0.0,Nov,Windows,Google Chrome,South America,Affiliate marketing,New_Visitor,False,False
6193,4.0,82.4,0,0.0,32.0,790.0,0.0,0.024,0.0,Nov,iOS,Safari,Africa,Instagram ads,Returning_Visitor,False,False
6194,2.0,38.33333333,1,5.7,28.0,512.0,0.0091,0.024,0.0,Nov,MACOS,Safari,North America,Google search,New_Visitor,False,False
6195,0.0,0.0,0,,4.0,456.0,0.0,0.025,0.0,Mar,iOS,Google Chrome,Eastern Europe,Google search,New_Visitor,False,False
6196,0.0,0.0,0,0.0,6.0,,0.04,0.1,0.0,Nov,Android,Google Chrome,Southern Africa,Instagram ads,Returning_Visitor,False,False
6197,0.0,,0,0.0,6.0,16.0,0.0,0.027,0.0,Mar,Windows,Google Chrome,South America,Facebook ads,Returning_Visitor,False,False
6198,0.0,0.0,0,0.0,7.0,146.0,0.0,0.05,0.0,May,Windows,Google Chrome,South America,Instagram ads,Returning_Visitor,True,False
6199,11.0,255.3333333,6,194.8,40.0,1098.0,0.0025,0.014,0.0,Nov,Android,Google Chrome,North America,Google search,Returning_Visitor,True,False
6200,0.0,0.0,0,0.0,13.0,1154.0,0.0219,0.05,0.0,May,MACOS,Safari,Northern Africa,Twitter,Returning_Visitor,False,False
6201,0.0,0.0,1,6.0,32.0,365.0,0.0173,0.033,0.0,Nov,Windows,Google Chrome,South America,Google search,Returning_Visitor,False,False
6202,0.0,0.0,0,0.0,23.0,675.0,0.0418,0.098,0.0,May,Windows,Mozilla Firefox,Eastern Europe,Newsletter,Returning_Visitor,False,False
6203,5.0,274.5883333,1,39.2,93.0,1410.0,0.0122,0.012,14.7,Nov,Android,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,False
6204,5.0,41.68333333,0,0.0,4.0,418.0,0.07,0.11,0.0,Feb,Android,Google Chrome,North America,Instagram Page,Returning_Visitor,False,False
6205,6.0,73.5,0,0.0,32.0,760.0,0.0,0.034,0.0,Dec,MACOS,Safari,North America,Youtube channel,Returning_Visitor,True,False
6206,0.0,0.0,0,0.0,5.0,347.0,0.0,0.025,0.0,Feb,Windows,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,False,False
6207,0.0,0.0,0,0.0,2.0,38.0,0.0,0.067,0.0,May,iOS,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,True,False
6208,3.0,46.0,0,0.0,8.0,83.0,0.0,0.033,0.0,Nov,MACOS,Safari,Northern Africa,Google search,Returning_Visitor,False,False
6209,0.0,0.0,0,0.0,9.0,71.0,0.0157,0.057,0.0,May,Windows,Microsoft Edge,South America,Instagram ads,Returning_Visitor,False,False
6210,,0.0,0,0.0,,25.0,0.0,0.08,0.0,Feb,MACOS,Safari,Eastern Europe,Instagram ads,Returning_Visitor,False,False
6211,1.0,165.5,0,0.0,37.0,2067.0,0.0181,0.035,0.0,Jul,MACOS,Safari,Northern Africa,Instagram ads,Returning_Visitor,False,False
6212,0.0,0.0,0,0.0,,663.0,0.0636,0.095,0.0,May,MACOS,Safari,Eastern Europe,Bing search,Returning_Visitor,False,False
6213,3.0,143.6,0,0.0,15.0,145.0,0.0,0.038,0.0,Aug,Android,Google Chrome,Western Europe,Instagram Page,New_Visitor,True,False
6214,4.0,254.75,0,0.0,30.0,1808.0,0.0062,0.011,24.5,Nov,MACOS,Safari,Eastern Europe,Youtube channel,Returning_Visitor,True,True
6215,6.0,66.53666667,1,61.0,,249.0,0.0115,0.03,0.0,Dec,Android,Android,North America,Google search,Returning_Visitor,False,False
