administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,month,operating_systems,browser,region,traffic_type,visitor_type,weekend,revenue
0,0.0,0,0.0,15,3.912023005428146,-2.91139112512024,-1.8325814637483102,0.0,June,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
4,5.459585514144159,0,0.0,7,4.700480365792417,0.0,-3.4112477175156566,0.0,Oct,Windows,Google Chrome,South America,Facebook ads,Returning_Visitor,False,False
5,3.970291913552122,0,0.0,8,5.204006687076795,0.0,-4.961845129926823,0.0,Mar,Windows,Mozilla Firefox,North America,Google search,New_Visitor,True,False
0,0.0,0,0.0,6,4.189654742026425,0.0,-3.912023005428146,0.0,May,Windows,Google Chrome,South America,Google search,Returning_Visitor,False,False
3,3.4011973816621555,1,3.3843902633457743,30,6.2324480165505225,0.0,-3.3242363405260273,0.0,Dec,Windows,Google Chrome,North America,Youtube channel,Returning_Visitor,False,False
0,0.0,0,0.0,13,5.7745515455444085,0.0,-4.422848629194137,0.0,Mar,Windows,Google Chrome,Africa,Instagram ads,Returning_Visitor,False,False
12,5.501258210544727,3,5.688217522498001,86,7.957177323459475,-3.9170355472516905,-3.6888794541139363,1.33500106673234,Nov,MACOS,Safari,Asia,Facebook ads,Returning_Visitor,True,False
4,5.472270673671475,2,4.0943445622221,10,5.5134287461649825,-3.7722610630529876,-2.864704011147587,0.0,Mar,Windows,Microsoft Edge,Western Europe,Facebook ads,Returning_Visitor,False,False
0,0.0,2,4.564348191467836,5,3.912023005428146,0.0,-3.2188758248682006,0.0,May,Windows,Google Chrome,South America,Bing search,Returning_Visitor,False,False
1,3.5553480614894135,3,3.5553480614894135,25,7.473069088032197,-5.06720564558465,-3.9633162998156966,3.1354942159291497,May,Android,Google Chrome,Asia,Bing search,Returning_Visitor,False,True
1,1.3862943611198906,0,0.0,23,6.839476438228843,0.0,-5.298317366548036,0.0,May,Windows,Google Chrome,Western Europe,Twitter,Returning_Visitor,False,False
0,0.0,0,0.0,5,5.081404364984463,0.0,-4.268697949366879,0.0,May,Android,Google Chrome,Oceania,Facebook ads,Returning_Visitor,False,False
0,4.812184355372417,0,0.0,22,6.587550014824796,-5.360192770266124,-3.506557897319982,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,True,False
1,1.791759469228055,0,0.0,19,6.432940092739179,-3.7942399697717626,-3.270169119255751,0.0,May,MACOS,Safari,Asia,Instagram ads,Returning_Visitor,False,False
6,4.68213122712422,0,0.0,11,5.802118375377063,0.0,-5.298317366548036,3.5779478934066544,Jul,Windows,Google Chrome,Western Europe,Google search,New_Visitor,False,True
0,0.0,0,0.0,17,6.206575926724928,-5.426150738057921,-4.509860006183766,0.0,Nov,Android,Google Chrome,Southern Africa,Google search,Returning_Visitor,False,False
0,0.0,0,0.0,2,0.0,-1.6094379124341003,-1.6094379124341003,0.0,Mar,iOS,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
3,3.6635616461296463,0,0.0,86,8.042699496897637,-5.403677882205863,-4.074541934925921,0.0,Dec,Windows,Google Chrome,Africa,Instagram ads,Returning_Visitor,True,False
4,5.4680601411351315,0,0.0,19,7.160845906664299,0.0,-4.268697949366879,2.89591193827178,May,Android,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,True,False
0,0.0,0,0.0,10,7.340835554123275,0.0,-4.199705077879927,0.0,Dec,Windows,Google Chrome,Western Europe,Youtube channel,New_Visitor,False,False
0,5.484796933490655,1,2.5649493574615367,269,8.496582237512113,-5.572754212249797,-3.816712825623821,0.6931471805599453,May,Windows,Google Chrome,North America,Direct Traffic,Returning_Visitor,True,False
0,4.605170185988092,0,0.0,49,6.833031732786201,-4.892852258439873,-3.3242363405260273,0.0,Dec,Windows,Google Chrome,Africa,Facebook ads,Returning_Visitor,False,False
0,0.0,0,0.0,27,6.891625897052253,0.0,-3.4420193761824103,0.0,Mar,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.0,-1.6094379124341003,-1.6094379124341003,0.0,Mar,MACOS,Safari,North America,Facebook ads,Returning_Visitor,False,False
0,0.0,0,0.0,9,5.14166355650266,-2.7105533313203285,-1.987774353154012,0.0,May,Android,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,False,False
2,2.6390573296152584,0,0.0,93,7.99799931797973,-5.2785147392518565,-4.199705077879927,1.1939224684724346,Mar,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,True,True
1,1.3862943611198906,0,0.0,43,7.730174795246222,-4.755993075722675,-3.863232841258714,0.0,May,Windows,Google Chrome,North America,Twitter,Returning_Visitor,False,False
12,1.791759469228055,1,0.0,54,7.018401799069201,-4.166915255056936,-3.2188758248682006,2.8507065015037334,Nov,Android,Google Chrome,Eastern Europe,Youtube ads,Returning_Visitor,True,False
3,5.676753802268282,0,0.0,13,5.996452088619021,0.0,-5.809142990314028,0.0,Nov,MACOS,Samsung Internet,North America,Direct Traffic,Returning_Visitor,False,False
8,4.990432586778736,0,0.0,17,5.926926025970411,0.0,-4.605170185988091,0.0,Oct,MACOS,Safari,North America,Bing search,New_Visitor,True,False
1,2.772588722239781,0,0.0,31,5.7899601708972535,0.0,-5.809142990314028,0.0,Mar,iOS,Safari,Africa,Google search,Returning_Visitor,True,False
3,5.389071729816501,4,4.007333185232471,29,7.267525427828172,-4.55638002181866,-3.3242363405260273,0.0,May,Android,Google Chrome,North America,Bing search,Returning_Visitor,True,False
0,0.0,0,0.0,15,6.139884552226255,-3.611918412977808,-2.9374633654300153,0.0,Mar,Windows,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,False,False
3,4.9344739331306915,5,4.310799125385514,13,6.369900982828227,0.0,-3.7297014486341915,3.529297384289471,Dec,Android,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
1,3.4339872044851463,0,0.0,22,6.658011045870748,0.0,-4.017383521085972,1.6094379124341003,May,MACOS,Safari,Western Europe,Bing search,Returning_Visitor,True,True
9,5.204006687076795,3,5.60947179518496,111,9.123147160273806,-5.546778725846536,-5.298317366548036,3.1354942159291497,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,True
1,5.488937726156687,1,3.091042453358316,30,8.153637486385282,-6.502290170873972,-4.199705077879927,2.766319109226186,Mar,Windows,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,False,True
14,5.337538079701318,1,0.0,55,8.93260863037757,0.0,-4.509860006183766,0.47000362924573563,Nov,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,True
4,5.176149732573829,0,0.0,27,7.090076835776092,-4.744432253321599,-3.7722610630529876,3.077312260546414,May,Windows,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,False,True
0,0.0,0,0.0,89,7.45876269238096,0.0,-5.809142990314028,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
9,6.6895992691789665,0,0.0,37,7.319202458767849,-4.721704002244043,-3.816712825623821,0.0,Nov,iOS,Safari,North America,Google search,Returning_Visitor,False,False
6,4.8283137373023015,3,4.707275408925245,41,7.365180126021013,-4.605170185988091,-3.7297014486341915,1.9459101490553132,Mar,MACOS,Safari,Eastern Europe,Google search,Returning_Visitor,False,False
2,3.6109179126442243,0,0.0,21,7.676473646389156,-3.571985702642437,-3.540459448995663,0.0,Nov,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
4,4.3694478524670215,1,1.0986122886681098,16,6.806829360392176,-5.221356325411908,-4.135166556742356,0.0,Nov,Android,Internet Explorer,North America,Affiliate marketing,Returning_Visitor,True,True
0,0.0,0,0.0,2,2.4849066497880004,0.0,-2.703062659591171,0.0,Feb,MACOS,Safari,Eastern Europe,Newsletter,Returning_Visitor,False,False
0,0.0,0,0.0,2,0.0,-1.6094379124341003,-1.6094379124341003,0.0,Aug,Windows,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,True,False
0,0.0,0,0.0,2,4.564348191467836,0.0,-2.995732273553991,0.0,May,Windows,Google Chrome,Southern Africa,Google search,Returning_Visitor,False,False
3,4.290459441148391,0,0.0,12,5.10594547390058,-3.499913354601313,-2.7181005369557116,0.0,Mar,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
0,0.0,0,0.0,7,6.56244409369372,0.0,-5.521460917862246,0.0,May,Windows,Google Chrome,Western Europe,Google search,New_Visitor,False,False
3,1.791759469228055,0,0.0,20,6.558197802812269,0.0,-3.7297014486341915,3.1441522786722644,Mar,Windows,Google Chrome,Asia,Google search,Returning_Visitor,False,True
2,3.5553480614894135,0,0.0,13,6.336825731146441,0.0,-4.199705077879927,0.0,Dec,Android,Google Chrome,Eastern Europe,Google search,Returning_Visitor,True,False
0,0.0,0,0.0,6,6.075346031088684,0.0,-3.2188758248682006,0.0,Dec,MACOS,Safari,Eastern Europe,Affiliate marketing,Returning_Visitor,True,False
0,1.791759469228055,0,0.0,29,6.641182169740591,-4.4654082436129325,-3.170085660698769,0.0,Dec,MACOS,Safari,Asia,Google search,Returning_Visitor,False,True
5,4.31748811353631,4,3.7376696182833684,111,8.283999304248526,-6.571283042360924,-4.3428059215206005,0.9932517730102834,Dec,MACOS,Samsung Internet,North America,Facebook ads,Returning_Visitor,True,True
4,4.663439094112067,2,1.791759469228055,18,7.317876198626496,0.0,-4.017383521085972,2.8678989020441064,Sep,Android,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,True
0,0.0,0,0.0,28,8.148156439921625,-5.035953102080546,-5.521460917862246,0.0,May,MACOS,Safari,Western Europe,Google search,Returning_Visitor,False,False
0,0.0,3,4.0943445622221,24,7.5310163320779155,-4.744432253321599,-3.079113882493042,0.0,Nov,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,True,False
9,5.68697535633982,3,5.8377304471659395,78,8.08487062913819,-4.283086686818978,-3.6888794541139363,2.174751721484161,May,Windows,Google Chrome,Western Europe,Bing search,Returning_Visitor,False,True
0,0.0,0,0.0,6,5.5134287461649825,-2.02646965691373,-2.047942874620465,0.0,May,Windows,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,False,False
3,4.143134726391533,4,3.979681653901961,25,7.254884810077338,-5.318520073865556,-4.074541934925921,0.0,May,Windows,Mozilla Firefox,Western Europe,Bing search,Returning_Visitor,False,False
0,0.0,0,0.0,64,8.133000218583613,-5.2785147392518565,-3.611918412977808,0.0,Nov,Windows,Google Chrome,South America,Facebook ads,Returning_Visitor,False,False
2,4.8283137373023015,1,5.43372200355424,265,8.702842538302868,-5.546778725846536,-3.9633162998156966,0.0,Dec,Windows,Google Chrome,Africa,Facebook ads,Returning_Visitor,False,False
1,3.5263605246161616,1,2.772588722239781,3,4.02535169073515,-3.979231755121596,-3.2188758248682006,0.0,May,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
0,0.0,0,0.0,17,5.736572297479192,0.0,-3.863232841258714,0.0,Nov,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0,0.0,0,0.0,2,2.3978952727983707,0.0,-2.995732273553991,0.0,Dec,Windows,Google Chrome,Northern Africa,Youtube ads,Returning_Visitor,False,False
0,5.564520407322694,0,0.0,6,6.037870919922137,-3.6888794541139363,-2.8473122684357177,0.0,Dec,MACOS,Safari,South America,Google search,Returning_Visitor,True,False
6,5.493061443340548,0,0.0,14,6.450470422144176,0.0,-4.017383521085972,0.0,Nov,Windows,Google Chrome,Africa,Google search,Returning_Visitor,True,False
2,1.791759469228055,0,0.0,12,6.331501849893691,-3.989984546897858,-3.863232841258714,0.0,Nov,Android,Google Chrome,Western Europe,Direct Traffic,Returning_Visitor,False,False
6,6.082218910376446,0,0.0,12,6.2422232654551655,0.0,-6.214608098422191,0.0,May,Android,Google Chrome,Western Europe,Google search,New_Visitor,True,False
1,2.3978952727983707,0,0.0,10,5.278114659230517,-4.092346559559427,-2.9565115604007097,0.0,Oct,Android,Google Chrome,Africa,Google search,Returning_Visitor,False,False
0,0.0,0,0.0,43,7.21890970761906,-5.221356325411908,-4.017383521085972,3.7495040759303713,Dec,Windows,Microsoft Edge,North America,Google search,Returning_Visitor,True,True
2,2.995732273553991,0,0.0,39,6.536691597591305,0.0,-5.809142990314028,2.6461747973841225,Mar,MACOS,Safari,South America,Google search,New_Visitor,False,True
0,0.0,0,0.0,2,3.5263605246161616,0.0,-2.3025850929940455,0.0,Nov,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,True,False
0,0.0,0,0.0,8,6.150602768446279,0.0,-3.540459448995663,0.0,Mar,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
4,4.919980925828125,0,0.0,61,8.186742787113518,-5.360192770266124,-3.912023005428146,0.0,Oct,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
8,4.969813299576001,0,0.0,86,7.8083230503910555,0.0,-5.115995809754082,3.1822118404966093,Dec,Windows,Google Chrome,Asia,Youtube channel,New_Visitor,True,True
10,4.762173934797756,0,0.0,126,8.638702608813434,-4.327538449389812,-3.863232841258714,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
0,0.0,0,0.0,2,3.091042453358316,-1.8971199848858813,-1.7372712839439852,0.0,May,MACOS,Safari,Eastern Europe,Instagram ads,Returning_Visitor,False,False
0,0.0,0,0.0,56,6.879355804460439,-4.11659017116942,-2.9759296462578115,0.0,Aug,Windows,Google Chrome,Asia,Twitter,Returning_Visitor,False,False
0,0.0,0,0.0,9,6.9650803456014065,-2.5717725828096625,-2.198225077669803,0.0,May,Windows,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,True,False
0,0.0,2,4.219507705176107,13,7.2682230211595655,-3.8076629901039034,-2.900422093749666,0.0,May,Windows,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,False,False
4,5.278114659230517,0,0.0,19,5.921578419643816,0.0,-4.961845129926823,0.0,June,MACOS,Safari,Western Europe,Google search,Returning_Visitor,False,True
0,0.0,0,0.0,16,6.519147287940395,0.0,-4.422848629194137,3.8958936234982624,May,Windows,Google Chrome,North America,Instagram ads,New_Visitor,False,True
0,0.0,0,0.0,16,5.41610040220442,0.0,-3.912023005428146,0.0,Nov,Windows,Google Chrome,Asia,Google search,Returning_Visitor,False,False
2,3.367295829986474,0,0.0,8,6.133398042996649,0.0,-3.4112477175156566,0.0,May,Windows,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,False,False
6,3.4657359027997265,0,0.0,2,4.5217885770490405,0.0,-2.703062659591171,0.0,Mar,Windows,Google Chrome,Southern Africa,Facebook ads,Returning_Visitor,False,False
1,4.143134726391533,0,0.0,11,6.082218910376446,0.0,-3.912023005428146,0.0,Mar,Android,Google Chrome,North America,Affiliate marketing,Returning_Visitor,False,False
9,5.82600010738045,0,0.0,50,6.230481447578482,-3.8873303928377747,-3.4420193761824103,0.0,Mar,Android,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,False,False
0,0.0,0,0.0,10,5.407171771460119,0.0,-4.199705077879927,3.7612001156935624,Nov,Windows,Microsoft Edge,Eastern Europe,Google search,Returning_Visitor,False,False
0,0.0,1,2.1972245773362196,92,8.255568653283746,-4.290359446148058,-3.575550768806933,0.0,Nov,Android,Internet Explorer,North America,Facebook ads,Returning_Visitor,False,False
0,0.0,0,0.0,18,5.438079308923196,-3.947650183071297,-3.7297014486341915,0.0,May,Windows,Google Chrome,Southern Africa,Instagram ads,Returning_Visitor,True,False
0,1.791759469228055,0,0.0,13,5.575949103146316,-3.2188758248682006,-2.8134107167600364,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.0,-1.6094379124341003,-1.6094379124341003,0.0,Nov,Android,Google Chrome,North America,Instagram ads,New_Visitor,False,False
0,0.0,2,3.258096538021482,17,6.0330862217988015,0.0,-3.6888794541139363,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
0,0.0,0,0.0,5,5.313205979041787,0.0,-3.2188758248682006,0.0,Nov,iOS,Safari,North America,Google search,Returning_Visitor,False,False
3,4.007333185232471,4,4.31748811353631,37,7.794823152179389,-4.0398563769380305,-3.4420193761824103,0.0,Nov,Windows,Google Chrome,North America,Affiliate marketing,Returning_Visitor,False,True
0,0.0,0,0.0,7,5.961005339623274,0.0,-2.703062659591171,0.0,Mar,MACOS,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.0,-1.6094379124341003,-1.6094379124341003,0.0,May,MACOS,Safari,North America,Facebook ads,Returning_Visitor,False,False
0,0.0,0,0.0,12,5.921578419643816,0.0,-3.912023005428146,3.708682081410116,Dec,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,True
0,0.0,0,0.0,9,5.5053315359323625,-2.5902671654458267,-3.506557897319982,0.0,Nov,MACOS,Safari,Eastern Europe,Facebook ads,Returning_Visitor,False,False
0,0.0,0,0.0,25,6.948897222313312,-3.533586569707901,-2.9187712324178627,0.0,Mar,Windows,Microsoft Edge,North America,Facebook ads,Returning_Visitor,True,False
9,5.493061443340548,0,0.0,49,7.809135398120538,-6.074846156047033,-4.509860006183766,1.8870696490323797,Oct,Windows,Google Chrome,Southern Africa,Facebook ads,Returning_Visitor,False,False
0,1.791759469228055,3,3.5263605246161616,54,7.52294091807237,-4.3428059215206005,-3.540459448995663,0.0,Nov,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,False,True
0,0.0,0,0.0,11,6.222576268071369,-3.4900285953687713,-3.3242363405260273,0.0,Mar,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0,0.0,0,0.0,8,5.91350300563827,-2.5257286443082556,-2.3025850929940455,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0,0.0,0,0.0,23,6.755768921984255,-5.06720564558465,-3.649658740960655,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
0,0.0,0,0.0,29,5.66988092298052,-3.912023005428146,-2.9187712324178627,0.0,Nov,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
0,0.0,0,0.0,16,6.508769136971682,-2.682382454353632,-2.3025850929940455,0.0,Dec,Windows,Mozilla Firefox,North America,Facebook ads,Returning_Visitor,False,True
4,5.170483995038151,2,4.605170185988092,21,6.366470447731438,0.0,-5.521460917862246,3.711130063048756,Nov,Windows,Google Chrome,South America,Google search,New_Visitor,True,True
0,0.0,0,0.0,6,5.5053315359323625,0.0,-2.5257286443082556,0.0,Mar,Windows,Microsoft Edge,North America,Instagram ads,Returning_Visitor,False,False
3,2.833213344056216,1,4.278054044290903,52,7.803026643632217,0.0,-4.8283137373023015,0.0,Aug,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,False
1,4.454347296253507,0,0.0,4,3.7376696182833684,-2.831914188324596,-2.8134107167600364,0.0,May,Android,Google Chrome,North America,Instagram Page,Returning_Visitor,True,False
0,1.791759469228055,0,0.0,44,7.488852955733459,0.0,-4.3428059215206005,0.0,Oct,Windows,Google Chrome,Northern Africa,Google search,Returning_Visitor,True,False
0,0.0,0,0.0,13,6.023447592961033,0.0,-3.863232841258714,0.0,Nov,MACOS,Safari,Western Europe,Affiliate marketing,Returning_Visitor,False,False
0,0.0,0,0.0,28,6.582025138892826,-3.9424822129128545,-3.540459448995663,0.0,Mar,Windows,Microsoft Edge,Western Europe,Facebook ads,Returning_Visitor,True,False
6,1.791759469228055,0,0.0,25,5.723585101952381,0.0,-3.912023005428146,2.533696813957432,Sep,Windows,Google Chrome,Oceania,Google search,Returning_Visitor,False,True
1,4.290459441148391,0,0.0,19,6.240275845170769,0.0,-5.809142990314028,0.0,Mar,Android,Internet Explorer,Southern Africa,Google search,Returning_Visitor,False,False
2,5.308267697401205,2,4.543294782270004,63,7.692569648067906,0.0,-4.268697949366879,0.0,Dec,Android,Google Chrome,North America,Google search,Returning_Visitor,True,False
8,5.231108616854587,1,4.5217885770490405,54,8.35490952835879,0.0,-4.710530701645918,3.190476350346503,Nov,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,True
5,4.852030263919617,3,5.1647859739235145,15,5.811140992976701,-3.2188758248682006,-2.8473122684357177,0.0,May,MACOS,Safari,Asia,Instagram ads,Returning_Visitor,True,False
0,0.0,0,0.0,7,4.543294782270004,-2.707550326060559,-2.198225077669803,0.0,Nov,MACOS,Safari,Eastern Europe,Google search,Returning_Visitor,True,False
0,3.4965075614664802,0,0.0,9,5.384495062789089,-3.8076629901039034,-3.9633162998156966,0.0,Mar,Windows,Mozilla Firefox,Northern Africa,Instagram ads,Returning_Visitor,False,False
3,4.04305126783455,0,0.0,7,5.062595033026967,0.0,-4.199705077879927,0.0,Oct,Windows,Mozilla Firefox,Western Europe,Instagram Page,New_Visitor,False,False
0,2.9444389791664403,1,4.642465970731788,24,6.736966958001855,-4.319991243754429,-3.7722610630529876,0.0,Oct,Windows,Google Chrome,South America,Facebook ads,Returning_Visitor,False,False
2,3.970291913552122,1,3.417726683613366,22,8.097426298597213,0.0,-4.268697949366879,0.0,Mar,Windows,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
2,4.07753744390572,0,0.0,22,7.522400231387125,0.0,-3.2188758248682006,0.0,May,Windows,Internet Explorer,Western Europe,Instagram ads,Returning_Visitor,False,False
0,0.0,0,0.0,16,5.44673737166631,0.0,-4.074541934925921,0.0,Dec,MACOS,Safari,Western Europe,Google search,Returning_Visitor,False,False
0,0.0,0,0.0,1,5.327876168789581,0.0,-2.3025850929940455,0.0,Dec,MACOS,Safari,North America,Youtube channel,New_Visitor,True,False
4,3.6888794541139363,2,2.33214389523559,6,6.118097198041348,0.0,-2.995732273553991,0.0,Jul,Windows,Microsoft Edge,Western Europe,Google search,New_Visitor,False,False
4,4.219507705176107,5,5.680172609017068,46,7.413970290190444,-3.7297014486341915,-3.3524072174927233,2.388762789235098,Nov,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,True,True
1,3.5553480614894135,4,5.504314759027276,8,1.791759469228055,0.0,-5.298317366548036,0.0,Sep,Windows,Safari,Southern Africa,Instagram Page,New_Visitor,False,False
1,0.0,0,0.0,8,6.068425588244111,0.0,-4.509860006183766,0.0,Dec,iOS,Google Chrome,Northern Africa,Youtube channel,New_Visitor,True,False
3,4.969813299576001,0,0.0,15,5.717027701406222,-3.2188758248682006,-3.473768074496991,0.0,May,Android,Google Chrome,South America,DuckDuckGo search,Returning_Visitor,False,False
0,0.0,1,3.6635616461296463,33,6.386879319362645,-4.605170185988091,-3.7297014486341915,0.0,Nov,iOS,Safari,South America,Affiliate marketing,Returning_Visitor,False,False
0,0.0,0,0.0,32,6.318968113746434,-3.341043458842408,-2.864704011147587,0.0,May,Android,Google Chrome,Asia,Google search,Returning_Visitor,False,False
6,5.796057750765372,0,0.0,21,7.897296472595885,-3.55434856115633,-2.7333680090865,0.0,May,Android,Google Chrome,Oceania,Facebook ads,Returning_Visitor,True,False
0,0.0,2,4.65586330030361,15,7.156176637480615,0.0,-4.509860006183766,3.462606009790799,Jul,Windows,Google Chrome,South America,Bing search,Returning_Visitor,False,True
0,0.0,0,0.0,29,6.882437470997847,0.0,-3.611918412977808,0.0,Nov,Windows,Google Chrome,Africa,Google search,New_Visitor,False,False
0,0.0,0,0.0,53,7.65491704784832,0.0,-5.521460917862246,0.0,Sep,Android,Google Chrome,North America,Google search,New_Visitor,True,True
0,0.0,0,0.0,37,6.860663671448287,-4.173387769562553,-4.017383521085972,2.2407096892759584,Oct,MACOS,Safari,North America,Instagram ads,Returning_Visitor,True,False
13,5.69035945432406,2,5.206750173022546,81,7.793586803371584,-5.318520073865556,-4.135166556742356,0.0,Sep,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
2,4.812184355372417,0,0.0,43,7.563200592358071,-5.360192770266124,-4.961845129926823,0.0,Nov,MACOS,Safari,Western Europe,Google search,Returning_Visitor,False,False
0,0.0,0,0.0,3,0.0,-1.6094379124341003,-1.6094379124341003,0.0,May,Windows,Android,North America,Facebook ads,Returning_Visitor,False,False
4,4.68213122712422,0,0.0,14,5.730099782973574,0.0,-4.3428059215206005,0.0,Sep,Windows,Google Chrome,Southern Africa,Google search,New_Visitor,False,False
8,5.1298987149230735,7,5.872117789475416,19,5.560681631015528,0.0,-5.115995809754082,0.0,May,MACOS,Safari,Asia,Bing search,Returning_Visitor,True,False
8,6.787844982309579,0,0.0,40,6.774223886357614,0.0,-5.521460917862246,2.272125885509337,May,iOS,Microsoft Edge,Western Europe,Google search,New_Visitor,True,True
0,0.0,1,5.262690188904886,55,7.284820912568604,-3.7297014486341915,-2.7806208939370456,0.0,June,Windows,Google Chrome,Western Europe,Bing search,Returning_Visitor,False,False
2,2.6390573296152584,0,0.0,11,6.115892125483034,0.0,-4.961845129926823,0.0,Mar,Windows,Opera,North America,Instagram ads,Returning_Visitor,False,False
7,5.241747015059643,2,5.065754593317335,16,5.278114659230517,0.0,-4.017383521085972,0.0,Sep,Windows,Google Chrome,Northern Africa,Google search,Returning_Visitor,False,False
0,0.0,0,0.0,37,6.144185634125646,-4.840892519509161,-3.506557897319982,0.0,May,Windows,Google Chrome,Asia,Google search,Returning_Visitor,True,False
9,5.049856007249537,0,0.0,162,8.942853006809921,0.0,-4.710530701645918,3.3775875160230218,Dec,Windows,Mozilla Firefox,Northern Africa,Google search,Returning_Visitor,False,False
0,0.0,0,0.0,6,5.043425116919247,0.0,-2.995732273553991,0.0,Mar,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
0,0.0,0,0.0,12,6.976348070447749,0.0,-2.8134107167600364,0.0,Mar,Windows,Mozilla Firefox,Western Europe,Facebook ads,Returning_Visitor,False,False
0,0.0,0,0.0,14,5.497168225293202,-3.6888794541139363,-3.4112477175156566,0.0,May,MACOS,Safari,Eastern Europe,Bing search,New_Visitor,False,False
1,1.791759469228055,0,0.0,6,4.343805421853684,-3.402197881995739,-4.961845129926823,0.0,Oct,Windows,Google Chrome,Eastern Europe,Youtube channel,Returning_Visitor,False,False
0,0.0,1,0.0,8,5.4510384535657,-3.81217767045843,-2.5902671654458267,0.0,May,MACOS,Safari,Western Europe,Google search,Returning_Visitor,False,False
0,0.0,0,0.0,16,5.58724865840025,-3.6651629274966204,-3.101092789211817,0.0,May,Windows,Google Chrome,South America,Instagram ads,Returning_Visitor,False,False
8,4.624972813284271,0,0.0,28,7.156176637480615,0.0,-5.298317366548036,0.0,May,Windows,Opera,North America,Google search,Returning_Visitor,False,False
0,0.0,0,0.0,7,4.74493212836325,0.0,-2.5902671654458267,0.0,Mar,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
3,4.30406509320417,0,0.0,39,7.204892510204673,0.0,-4.135166556742356,2.2617630984737906,Dec,Windows,Mozilla Firefox,Eastern Europe,Youtube ads,Returning_Visitor,False,True
0,0.0,0,0.0,15,5.043425116919247,0.0,-4.268697949366879,0.0,Mar,Windows,Microsoft Edge,North America,Tik Tok ads,Returning_Visitor,False,False
0,1.791759469228055,0,0.0,44,7.451241684987676,-4.866534950122499,-3.7297014486341915,0.0,Nov,iOS,Google Chrome,Asia,Google search,Returning_Visitor,False,False
3,4.127134385045092,1,0.0,5,5.288267030694535,0.0,-2.995732273553991,0.0,Sep,Windows,Google Chrome,Asia,Google search,Returning_Visitor,False,False
0,3.1354942159291497,0,0.0,3,4.406719247264253,0.0,-4.509860006183766,2.884800712846709,Feb,Windows,Google Chrome,North America,Google search,New_Visitor,False,True
0,0.0,0,0.0,13,7.074116816197362,-4.110473944151984,-3.101092789211817,0.0,May,Windows,Microsoft Edge,South America,Facebook ads,Returning_Visitor,False,False
